                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                 2.0377,                0.94576,                0.81286,                  2.206,                 1.0782,                0.79729,                0.72254,                0.31687,                0.35539,                0.16772,                 1.4783,                 0.8257,                0.81628,                 1.8179,                 1.1483,                0.79003,               0.006634,               0.006634,               0.006634
                     88,                 2.0577,                0.97971,                 0.8209,                 2.2014,                 1.1097,                0.79894,                 0.7188,                0.31276,                0.35632,                0.16791,                 1.4778,                0.82467,                0.81628,                 1.8181,                 1.1458,                0.78993,              0.0065944,              0.0065944,              0.0065944
                     89,                 2.0569,                0.96155,                0.80969,                 2.2193,                 1.0991,                0.79223,                0.71372,                0.31291,                0.35619,                0.16808,                 1.4779,                0.82333,                0.81619,                 1.8171,                 1.1408,                0.78975,              0.0065548,              0.0065548,              0.0065548
                     90,                  2.009,                0.95373,                0.81567,                 2.1796,                 1.0883,                0.79518,                0.71369,                0.31287,                0.35654,                0.16831,                 1.4784,                0.82311,                0.81609,                 1.8178,                 1.1336,                0.78965,              0.0065152,              0.0065152,              0.0065152
                     91,                 1.9968,                0.95277,                0.81643,                 2.1751,                 1.0879,                0.79599,                0.71874,                0.31276,                0.35656,                 0.1694,                 1.4758,                0.82196,                0.81603,                 1.8149,                 1.1248,                0.78954,              0.0064756,              0.0064756,              0.0064756
                     92,                 2.0113,                0.93309,                 0.8192,                 2.1578,                 1.0704,                0.80008,                0.71896,                0.31276,                0.35662,                0.16984,                 1.4743,                0.82029,                  0.816,                 1.8118,                 1.1157,                0.78966,               0.006436,               0.006436,               0.006436
                     93,                  2.021,                0.96779,                0.81435,                 2.1829,                 1.1064,                0.79361,                0.71589,                0.31276,                0.35703,                0.17074,                  1.473,                0.81953,                0.81594,                 1.8109,                 1.1096,                0.78954,              0.0063964,              0.0063964,              0.0063964
                     94,                 2.0089,                0.94171,                0.81345,                 2.1859,                 1.0801,                0.79581,                0.71896,                0.31276,                0.35711,                0.17164,                 1.4729,                0.81754,                0.81585,                 1.8093,                 1.1036,                0.78942,              0.0063568,              0.0063568,              0.0063568
                     95,                 2.0033,                 0.9442,                0.81403,                 2.1934,                 1.0903,                0.79787,                0.72127,                0.31481,                 0.3605,                0.17252,                 1.4743,                0.81544,                0.81585,                 1.8093,                 1.0991,                0.78934,              0.0063172,              0.0063172,              0.0063172
                     96,                 2.0049,                0.93541,                0.81006,                 2.1789,                  1.071,                0.79242,                0.72559,                0.31557,                0.36107,                0.17261,                 1.4757,                0.81352,                0.81567,                 1.8082,                 1.0934,                0.78917,              0.0062776,              0.0062776,              0.0062776
                     97,                 1.9843,                0.94645,                0.81114,                 2.1539,                 1.0822,                0.79424,                0.72598,                0.31687,                0.36174,                0.17264,                 1.4765,                0.81254,                 0.8155,                 1.8064,                 1.0878,                0.78903,               0.006238,               0.006238,               0.006238
                     98,                 1.9913,                0.95498,                0.81487,                 2.1599,                 1.0941,                0.79532,                0.72561,                0.31687,                0.36181,                0.17209,                 1.4777,                0.81158,                0.81542,                 1.8048,                 1.0837,                0.78891,              0.0061984,              0.0061984,              0.0061984
                     99,                 2.0174,                0.94053,                0.81435,                 2.1788,                 1.0765,                0.79608,                0.72529,                0.31509,                 0.3622,                0.17286,                 1.4776,                0.81101,                 0.8154,                 1.8031,                 1.0799,                0.78889,              0.0061588,              0.0061588,              0.0061588
                    100,                 2.0027,                0.94677,                0.81018,                 2.1535,                 1.0671,                0.79363,                0.72914,                0.31572,                 0.3625,                0.17305,                 1.4753,                0.81058,                0.81535,                 1.7996,                 1.0745,                0.78877,              0.0061192,              0.0061192,              0.0061192
