                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     86,                 1.8576,                0.88658,                0.77882,                 1.9166,                 0.9626,                0.76791,                0.70468,                0.33951,                0.36934,                0.18673,                 1.5644,                0.81379,                0.77189,                 1.6192,                0.83863,                0.76587,              0.0007489,              0.0007489,              0.0007489
                     87,                 1.8312,                 0.8828,                0.77549,                 1.8911,                0.95166,                0.76797,                0.70914,                0.34156,                0.37153,                0.18719,                 1.5616,                0.81212,                0.77174,                 1.6169,                0.83717,                 0.7658,             0.00074347,             0.00074347,             0.00074347
                     88,                 1.8549,                0.88662,                0.78128,                 1.9177,                0.95946,                 0.7679,                0.70895,                0.34156,                0.37147,                0.18672,                 1.5587,                0.81075,                0.77165,                 1.6142,                0.83572,                0.76574,               0.000738,               0.000738,               0.000738
                     89,                 1.8544,                0.89448,                0.77166,                 1.9132,                0.95665,                0.76435,                0.71172,                0.34156,                0.37163,                0.18787,                 1.5552,                0.80895,                0.77151,                 1.6107,                0.83434,                0.76563,             0.00073249,             0.00073249,             0.00073249
                     90,                 1.8177,                 0.8799,                0.77728,                 1.8795,                0.94517,                0.76564,                0.71772,                0.34156,                0.37215,                 0.1885,                 1.5522,                0.80745,                0.77134,                 1.6086,                0.83329,                0.76549,             0.00072695,             0.00072695,             0.00072695
                     91,                 1.8278,                0.87227,                0.77966,                 1.8878,                0.94439,                0.76665,                0.71453,                0.33992,                0.36992,                0.18929,                 1.5489,                0.80516,                0.77123,                 1.6066,                0.83127,                0.76541,             0.00072137,             0.00072137,             0.00072137
                     92,                   1.83,                0.87238,                0.78498,                 1.8834,                0.94346,                0.77075,                0.71613,                0.33951,                0.36963,                0.18951,                 1.5463,                0.80287,                0.77114,                 1.6051,                0.82938,                0.76534,             0.00071576,             0.00071576,             0.00071576
                     93,                 1.8262,                0.88793,                0.77584,                 1.8845,                0.95462,                0.76368,                0.71324,                0.33777,                0.36972,                0.19004,                  1.544,                0.80118,                0.77095,                 1.6026,                0.82819,                0.76522,             0.00071012,             0.00071012,             0.00071012
                     94,                  1.813,                0.85484,                0.77427,                 1.8778,                0.92629,                0.76554,                  0.715,                0.33745,                0.37023,                0.19067,                 1.5418,                 0.7994,                0.77078,                 1.6015,                0.82576,                0.76532,             0.00070444,             0.00070444,             0.00070444
                     95,                 1.8191,                0.87979,                0.77824,                  1.885,                0.95445,                0.76604,                 0.7138,                0.33951,                0.37068,                0.19139,                 1.5397,                0.79765,                0.77068,                 1.5997,                0.82458,                0.76526,             0.00069873,             0.00069873,             0.00069873
                     96,                  1.818,                0.85924,                0.77383,                 1.8715,                0.92355,                0.76375,                0.71324,                0.33777,                0.37103,                0.19099,                 1.5385,                0.79545,                0.77056,                 1.5984,                0.82313,                0.76521,             0.00069299,             0.00069299,             0.00069299
                     97,                 1.7862,                0.87008,                0.77501,                 1.8487,                0.94156,                0.76478,                0.71571,                0.33745,                0.37102,                0.19107,                 1.5364,                0.79306,                 0.7704,                 1.5958,                0.82144,                0.76512,             0.00068722,             0.00068722,             0.00068722
                     98,                 1.8072,                0.87299,                0.77966,                 1.8631,                0.94017,                0.76494,                 0.7186,                0.33745,                 0.3713,                0.19188,                 1.5329,                0.79092,                 0.7703,                 1.5931,                0.82015,                0.76502,             0.00068142,             0.00068142,             0.00068142
                     99,                 1.7957,                0.85418,                0.77692,                 1.8627,                0.92215,                0.76571,                0.72167,                0.33745,                0.37084,                0.19161,                 1.5314,                0.78936,                0.77019,                 1.5907,                0.81932,                0.76496,              0.0006756,              0.0006756,              0.0006756
                    100,                  1.794,                0.86018,                0.77336,                  1.862,                0.93032,                0.76253,                0.72462,                0.33745,                0.37096,                0.19244,                 1.5299,                0.78839,                0.77012,                  1.588,                0.81864,                0.76496,             0.00066975,             0.00066975,             0.00066975
                    101,                 1.8064,                0.85427,                0.78046,                 1.8679,                0.93041,                0.76693,                0.72927,                0.33951,                0.37298,                0.19306,                 1.5282,                0.78725,                0.77004,                 1.5849,                0.81733,                0.76497,             0.00066387,             0.00066387,             0.00066387
