                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                 3.6225,                0.88372,                0.77817,                 3.6592,                0.89491,                0.77608,                0.72139,                0.38066,                0.38316,                0.18988,                 3.2264,                 1.1215,                0.77731,                  3.275,                0.84123,                0.77284,             0.00074347,             0.00074347,             0.00074347
                     88,                 3.6577,                0.90661,                0.78288,                 3.6791,                0.90815,                0.77833,                0.71704,                0.38066,                0.38297,                0.19091,                 3.2215,                 1.1285,                0.77737,                 3.2691,                 0.8378,                0.77276,               0.000738,               0.000738,               0.000738
                     89,                 3.6373,                0.88539,                0.77274,                 3.6729,                0.89538,                0.77187,                 0.7152,                0.37721,                0.38267,                0.19164,                 3.2191,                  1.133,                0.77727,                  3.265,                  0.835,                0.77267,             0.00073249,             0.00073249,             0.00073249
                     90,                 3.5862,                0.87321,                0.77706,                 3.6325,                0.88333,                0.77487,                0.71987,                0.37654,                0.38308,                0.19248,                 3.2148,                 1.1355,                0.77705,                 3.2599,                0.83175,                0.77255,             0.00072695,             0.00072695,             0.00072695
                     91,                 3.5726,                0.87359,                0.77901,                 3.6224,                0.88536,                0.77534,                0.72787,                0.37654,                0.38474,                0.19328,                 3.2115,                 1.1376,                0.77698,                 3.2547,                 0.8287,                0.77244,             0.00072137,             0.00072137,             0.00072137
                     92,                 3.5767,                0.87324,                0.78584,                 3.5951,                0.88259,                0.78044,                0.72838,                0.37654,                0.38532,                0.19357,                 3.2062,                 1.1441,                 0.7769,                 3.2487,                0.82594,                0.77237,             0.00071576,             0.00071576,             0.00071576
                     93,                 3.5756,                0.88429,                0.77693,                 3.6195,                0.89193,                0.77366,                0.73082,                0.37654,                0.38566,                 0.1942,                 3.2015,                 1.1553,                0.77674,                 3.2445,                0.82351,                0.77229,             0.00071012,             0.00071012,             0.00071012
                     94,                 3.5687,                0.85419,                0.77483,                 3.5994,                0.85761,                0.77281,                0.73481,                 0.3786,                0.38644,                0.19474,                  3.196,                 1.1649,                 0.7765,                 3.2395,                0.82059,                0.77216,             0.00070444,             0.00070444,             0.00070444
                     95,                 3.5304,                0.87211,                0.77806,                 3.5658,                0.88121,                0.77487,                0.73856,                 0.3786,                0.38737,                0.19503,                 3.1924,                 1.1748,                0.77638,                 3.2368,                0.81856,                0.77207,             0.00069873,             0.00069873,             0.00069873
                     96,                 3.5605,                0.86625,                0.77444,                 3.5966,                0.87433,                0.77156,                 0.7353,                0.37723,                0.38772,                0.19547,                 3.1886,                 1.1812,                0.77626,                 3.2319,                0.81616,                0.77198,             0.00069299,             0.00069299,             0.00069299
                     97,                 3.4882,                0.85563,                0.77593,                 3.5135,                0.86197,                0.77316,                0.73156,                0.37654,                0.38768,                0.19549,                 3.1854,                 1.1867,                0.77624,                 3.2274,                0.81343,                0.77191,             0.00068722,             0.00068722,             0.00068722
                     98,                 3.5024,                0.85558,                0.77996,                 3.5287,                0.86177,                0.77383,                0.73349,                0.37654,                0.38674,                 0.1959,                 3.1819,                 1.1955,                0.77612,                  3.223,                0.81058,                0.77184,             0.00068142,             0.00068142,             0.00068142
                     99,                 3.5075,                 0.8504,                0.77837,                 3.5367,                 0.8597,                0.77336,                0.73452,                0.37654,                0.38711,                0.19673,                 3.1774,                 1.2056,                0.77593,                 3.2171,                0.80869,                0.77175,              0.0006756,              0.0006756,              0.0006756
                    100,                 3.4665,                 0.8501,                0.77405,                 3.5044,                0.85845,                 0.7718,                0.72805,                0.37654,                0.38735,                 0.1973,                 3.1717,                 1.2337,                0.77574,                 3.2121,                0.80629,                0.77168,             0.00066975,             0.00066975,             0.00066975
                    101,                 3.5151,                0.85545,                0.78209,                 3.5488,                0.86667,                0.77639,                0.73132,                0.37654,                0.38855,                0.19782,                 3.1681,                 1.2395,                0.77556,                 3.2092,                 0.8047,                0.77161,             0.00066387,             0.00066387,             0.00066387
                    102,                 3.4734,                0.84502,                0.77616,                 3.5007,                0.85308,                0.77328,                0.73179,                0.37654,                0.38844,                 0.1983,                 3.1648,                 1.2418,                0.77542,                 3.2071,                0.80305,                0.77155,             0.00065796,             0.00065796,             0.00065796
